lesion_id,globules_present,streaks_present,pigment_network_present,dots_present,structureless_present,num_structures,D_value
ISIC_0004309,0,0,0,0,0,0,0.0
ISIC_0004337,1,0,0,0,0,1,0.5
ISIC_0004346,0,0,0,0,0,0,0.0
ISIC_0004715,0,0,0,0,0,0,0.0
ISIC_0004985,0,0,0,0,0,0,0.0
ISIC_0005000,0,0,1,0,0,1,0.5
ISIC_0005187,0,0,1,0,0,1,0.5
ISIC_0005247,0,0,1,0,0,1,0.5
ISIC_0005548,0,0,1,0,0,1,0.5
ISIC_0005555,0,0,1,0,0,1,0.5
ISIC_0005620,1,0,0,0,0,1,0.5
ISIC_0005639,0,0,1,0,0,1,0.5
ISIC_0005666,0,0,1,0,0,1,0.5
ISIC_0005787,0,0,0,0,0,0,0.0
ISIC_0006021,0,0,0,0,0,0,0.0
ISIC_0006114,0,1,0,0,0,1,0.5
ISIC_0006193,0,0,1,0,0,1,0.5
ISIC_0006350,0,0,0,0,0,0,0.0
ISIC_0006612,0,0,1,0,0,1,0.5
ISIC_0006651,0,0,0,0,0,0,0.0
ISIC_0006671,1,0,0,0,0,1,0.5
ISIC_0006711,0,0,1,0,0,1,0.5
ISIC_0006776,0,0,1,0,0,1,0.5
ISIC_0006795,1,0,1,0,0,2,1.0
ISIC_0006800,0,0,1,0,0,1,0.5
ISIC_0006815,0,0,1,0,0,1,0.5
ISIC_0006914,1,0,0,0,0,1,0.5
ISIC_0006940,0,0,0,0,0,0,0.0
ISIC_0006982,0,0,1,0,0,1,0.5
ISIC_0007038,0,0,0,0,0,0,0.0
ISIC_0007087,0,0,0,0,0,0,0.0
ISIC_0007141,0,0,1,0,0,1,0.5
ISIC_0007156,0,0,1,0,0,1,0.5
ISIC_0007241,0,0,0,0,0,0,0.0
ISIC_0007322,0,0,1,0,0,1,0.5
ISIC_0007332,1,0,0,0,0,1,0.5
ISIC_0007344,1,0,0,0,0,1,0.5
ISIC_0007475,0,0,1,0,0,1,0.5
ISIC_0007528,0,0,0,0,0,0,0.0
ISIC_0007557,1,0,0,0,0,1,0.5
ISIC_0007693,0,0,0,0,0,0,0.0
ISIC_0007760,0,0,0,0,0,0,0.0
ISIC_0007788,0,0,1,0,0,1,0.5
ISIC_0007796,0,0,1,0,0,1,0.5
ISIC_0008029,1,0,0,0,0,1,0.5
ISIC_0008116,0,0,0,0,0,0,0.0
ISIC_0008145,0,0,0,0,0,0,0.0
ISIC_0008207,0,0,0,0,0,0,0.0
ISIC_0008236,0,0,0,0,0,0,0.0
ISIC_0008256,0,0,0,0,0,0,0.0
ISIC_0008280,0,0,0,0,0,0,0.0
ISIC_0008294,1,0,0,0,0,1,0.5
ISIC_0008347,0,0,0,0,0,0,0.0
ISIC_0008396,1,0,0,0,0,1,0.5
ISIC_0008403,0,0,0,0,0,0,0.0
ISIC_0008406,0,0,1,0,0,1,0.5
ISIC_0008507,0,0,1,0,0,1,0.5
ISIC_0008524,0,0,0,0,0,0,0.0
ISIC_0008528,0,0,0,0,0,0,0.0
ISIC_0008541,1,0,0,0,0,1,0.5
ISIC_0008552,0,0,0,0,0,0,0.0
ISIC_0008600,0,0,0,0,0,0,0.0
ISIC_0008626,0,0,0,0,0,0,0.0
ISIC_0008659,0,0,0,0,0,0,0.0
ISIC_0008785,0,0,0,0,0,0,0.0
ISIC_0008807,1,0,1,0,0,2,1.0
ISIC_0008879,0,0,1,0,0,1,0.5
ISIC_0008913,1,0,0,0,0,1,0.5
ISIC_0008992,0,0,0,0,0,0,0.0
ISIC_0008993,0,0,0,0,0,0,0.0
ISIC_0008998,1,0,1,0,0,2,1.0
ISIC_0009035,0,0,0,0,0,0,0.0
ISIC_0009078,1,0,1,0,0,2,1.0
ISIC_0009083,0,0,0,0,0,0,0.0
ISIC_0009160,0,0,1,0,0,1,0.5
ISIC_0009165,0,0,1,0,0,1,0.5
ISIC_0009188,0,0,0,0,0,0,0.0
ISIC_0009201,0,0,1,0,0,1,0.5
ISIC_0009252,0,0,0,0,0,0,0.0
ISIC_0009297,0,0,1,0,0,1,0.5
ISIC_0009298,0,0,0,0,0,0,0.0
ISIC_0009344,0,0,1,0,0,1,0.5
ISIC_0009430,0,0,1,0,0,1,0.5
ISIC_0009504,1,0,0,0,0,1,0.5
ISIC_0009533,0,0,0,0,0,0,0.0
ISIC_0009564,0,0,0,0,0,0,0.0
ISIC_0009583,0,0,0,0,0,0,0.0
ISIC_0009599,0,0,0,0,0,0,0.0
ISIC_0009758,0,0,1,0,0,1,0.5
ISIC_0009800,1,0,1,0,0,2,1.0
ISIC_0009860,0,0,1,0,0,1,0.5
ISIC_0009868,0,0,0,0,0,0,0.0
ISIC_0009869,1,0,1,0,0,2,1.0
ISIC_0009873,0,0,0,0,0,0,0.0
ISIC_0009874,0,0,1,0,0,1,0.5
ISIC_0009875,1,0,1,0,0,2,1.0
ISIC_0009877,0,0,0,0,0,0,0.0
ISIC_0009879,0,0,1,0,0,1,0.5
ISIC_0009880,0,0,1,0,0,1,0.5
ISIC_0009881,0,0,1,0,0,1,0.5
ISIC_0009883,1,0,1,0,0,2,1.0
ISIC_0009884,1,0,1,0,0,2,1.0
ISIC_0009885,1,0,1,0,0,2,1.0
ISIC_0009888,0,0,1,0,0,1,0.5
ISIC_0009889,1,0,0,0,0,1,0.5
ISIC_0009891,1,0,0,0,0,1,0.5
ISIC_0009895,1,0,1,0,0,2,1.0
ISIC_0009896,0,0,1,0,0,1,0.5
ISIC_0009897,0,0,1,0,0,1,0.5
ISIC_0009898,0,0,1,0,0,1,0.5
ISIC_0009899,0,0,0,0,0,0,0.0
ISIC_0009901,0,0,1,0,0,1,0.5
ISIC_0009902,0,0,1,0,0,1,0.5
ISIC_0009904,0,0,0,0,0,0,0.0
ISIC_0009906,0,0,0,0,0,0,0.0
ISIC_0009909,0,0,1,0,0,1,0.5
ISIC_0009910,0,0,1,0,0,1,0.5
ISIC_0009914,1,0,1,0,0,2,1.0
ISIC_0009915,0,0,1,0,0,1,0.5
ISIC_0009917,0,0,0,0,0,0,0.0
ISIC_0009918,1,0,0,0,0,1,0.5
ISIC_0009919,0,0,0,0,0,0,0.0
ISIC_0009920,0,0,0,0,0,0,0.0
ISIC_0009921,0,0,0,0,0,0,0.0
ISIC_0009923,0,0,1,0,0,1,0.5
ISIC_0009925,0,0,1,0,0,1,0.5
ISIC_0009927,1,0,0,0,0,1,0.5
ISIC_0009928,0,0,0,0,0,0,0.0
ISIC_0009929,1,0,0,0,0,1,0.5
ISIC_0009930,0,0,1,0,0,1,0.5
ISIC_0009931,0,0,1,0,0,1,0.5
ISIC_0009932,0,0,1,0,0,1,0.5
ISIC_0009933,1,0,0,0,0,1,0.5
ISIC_0009934,0,0,0,0,0,0,0.0
ISIC_0009935,0,0,1,0,0,1,0.5
ISIC_0009936,1,1,1,0,0,3,1.5
ISIC_0009937,1,1,0,0,0,2,1.0
ISIC_0009938,0,0,1,0,0,1,0.5
ISIC_0009939,0,0,1,0,0,1,0.5
ISIC_0009940,1,0,1,0,0,2,1.0
ISIC_0009941,0,0,1,0,0,1,0.5
ISIC_0009942,0,0,0,0,0,0,0.0
ISIC_0009943,0,0,1,0,0,1,0.5
ISIC_0009944,0,0,1,0,0,1,0.5
ISIC_0009945,0,0,0,0,0,0,0.0
ISIC_0009946,0,0,1,0,0,1,0.5
ISIC_0009947,1,0,1,0,0,2,1.0
ISIC_0009948,0,0,1,0,0,1,0.5
ISIC_0009949,0,0,1,0,0,1,0.5
ISIC_0009950,1,0,0,0,0,1,0.5
ISIC_0009951,0,0,0,0,0,0,0.0
ISIC_0009953,0,0,1,0,0,1,0.5
ISIC_0009954,0,0,1,0,0,1,0.5
ISIC_0009955,0,0,0,0,0,0,0.0
ISIC_0009956,1,0,1,0,0,2,1.0
ISIC_0009958,0,0,1,0,0,1,0.5
ISIC_0009960,0,0,1,0,0,1,0.5
ISIC_0009961,0,0,1,0,0,1,0.5
ISIC_0009962,0,0,1,0,0,1,0.5
ISIC_0009964,0,0,0,0,0,0,0.0
ISIC_0009965,0,0,0,0,0,0,0.0
ISIC_0009966,1,0,0,0,0,1,0.5
ISIC_0009967,1,0,0,0,0,1,0.5
ISIC_0009969,0,0,1,0,0,1,0.5
ISIC_0009970,1,0,1,0,0,2,1.0
ISIC_0009971,0,0,0,0,0,0,0.0
ISIC_0009972,0,0,1,0,0,1,0.5
ISIC_0009973,0,0,1,0,0,1,0.5
ISIC_0009974,1,0,0,0,0,1,0.5
ISIC_0009975,0,0,1,0,0,1,0.5
ISIC_0009976,0,0,0,0,0,0,0.0
ISIC_0009977,0,0,1,0,0,1,0.5
ISIC_0009978,0,0,0,0,0,0,0.0
ISIC_0009979,0,0,1,0,0,1,0.5
ISIC_0009980,1,0,1,0,0,2,1.0
ISIC_0009981,0,0,1,0,0,1,0.5
ISIC_0009982,0,0,0,0,0,0,0.0
ISIC_0009987,0,0,1,0,0,1,0.5
ISIC_0009988,0,0,0,0,0,0,0.0
ISIC_0009990,0,0,1,0,0,1,0.5
ISIC_0009991,0,0,1,0,0,1,0.5
ISIC_0009992,1,0,1,0,0,2,1.0
ISIC_0009993,0,0,1,0,0,1,0.5
ISIC_0009994,0,0,1,0,0,1,0.5
ISIC_0009995,0,0,1,0,0,1,0.5
ISIC_0009998,1,1,1,0,0,3,1.5
ISIC_0010000,0,0,1,1,0,2,1.0
ISIC_0010002,0,0,0,0,0,0,0.0
ISIC_0010003,0,0,1,0,0,1,0.5
ISIC_0010005,0,0,1,0,0,1,0.5
ISIC_0010006,0,0,1,0,0,1,0.5
ISIC_0010009,1,0,0,0,0,1,0.5
ISIC_0010010,1,0,0,0,0,1,0.5
ISIC_0010011,0,0,0,0,0,0,0.0
ISIC_0010013,1,0,1,0,0,2,1.0
ISIC_0010014,0,0,1,0,0,1,0.5
ISIC_0010015,0,0,1,0,0,1,0.5
ISIC_0010016,0,1,1,0,0,2,1.0
ISIC_0010017,0,0,1,0,0,1,0.5
ISIC_0010018,1,0,1,0,0,2,1.0
ISIC_0010019,0,0,1,0,0,1,0.5
ISIC_0010020,0,0,1,0,0,1,0.5
ISIC_0010021,0,0,0,0,0,0,0.0
ISIC_0010022,0,0,1,0,0,1,0.5
ISIC_0010023,1,0,1,0,0,2,1.0
ISIC_0010024,0,1,1,0,0,2,1.0
ISIC_0010025,0,0,0,0,0,0,0.0
ISIC_0010028,0,0,1,0,0,1,0.5
ISIC_0010029,0,0,0,0,0,0,0.0
ISIC_0010032,1,0,0,0,0,1,0.5
ISIC_0010034,1,0,0,0,0,1,0.5
ISIC_0010036,0,0,0,0,0,0,0.0
ISIC_0010037,0,0,0,0,0,0,0.0
ISIC_0010038,0,0,0,0,0,0,0.0
ISIC_0010041,1,0,1,0,0,2,1.0
ISIC_0010042,0,0,0,0,0,0,0.0
ISIC_0010043,0,0,0,0,0,0,0.0
ISIC_0010044,1,0,0,0,0,1,0.5
ISIC_0010046,0,0,0,0,0,0,0.0
ISIC_0010047,0,0,0,0,0,0,0.0
ISIC_0010053,0,0,1,0,0,1,0.5
ISIC_0010054,0,0,0,0,0,0,0.0
ISIC_0010055,0,0,1,0,0,1,0.5
ISIC_0010056,1,0,1,0,0,2,1.0
ISIC_0010057,0,0,1,0,0,1,0.5
ISIC_0010058,0,0,1,0,0,1,0.5
ISIC_0010059,0,0,0,0,0,0,0.0
ISIC_0010060,0,0,0,0,0,0,0.0
ISIC_0010061,1,0,0,0,0,1,0.5
ISIC_0010062,0,0,1,0,0,1,0.5
ISIC_0010063,1,0,1,0,0,2,1.0
ISIC_0010064,0,0,0,0,0,0,0.0
ISIC_0010066,1,0,1,0,0,2,1.0
ISIC_0010067,0,0,0,0,0,0,0.0
ISIC_0010069,1,0,0,0,0,1,0.5
ISIC_0010070,0,1,1,0,0,2,1.0
ISIC_0010071,0,0,1,0,0,1,0.5
ISIC_0010073,0,0,0,0,0,0,0.0
ISIC_0010074,0,0,1,0,0,1,0.5
ISIC_0010075,0,0,1,0,0,1,0.5
ISIC_0010077,0,0,1,0,0,1,0.5
ISIC_0010078,0,0,1,0,0,1,0.5
ISIC_0010081,0,0,0,0,0,0,0.0
ISIC_0010086,0,0,1,0,0,1,0.5
ISIC_0010088,1,0,0,0,0,1,0.5
ISIC_0010089,1,0,1,0,0,2,1.0
ISIC_0010090,1,0,0,0,0,1,0.5
ISIC_0010092,1,0,1,0,0,2,1.0
ISIC_0010093,0,0,1,0,0,1,0.5
ISIC_0010094,0,0,0,0,0,0,0.0
ISIC_0010100,0,0,1,0,0,1,0.5
ISIC_0010102,0,0,0,0,0,0,0.0
ISIC_0010104,0,0,1,0,0,1,0.5
ISIC_0010105,0,0,1,0,0,1,0.5
ISIC_0010168,0,0,1,0,0,1,0.5
ISIC_0010169,0,0,0,0,0,0,0.0
ISIC_0010171,1,0,1,0,0,2,1.0
ISIC_0010173,1,0,1,0,0,2,1.0
ISIC_0010174,1,0,1,0,0,2,1.0
ISIC_0010175,1,1,0,0,0,2,1.0
ISIC_0010176,0,1,1,0,0,2,1.0
ISIC_0010177,0,0,1,0,0,1,0.5
ISIC_0010178,0,0,1,0,0,1,0.5
ISIC_0010180,0,0,1,0,0,1,0.5
ISIC_0010182,0,0,1,0,0,1,0.5
ISIC_0010183,0,0,1,0,0,1,0.5
ISIC_0010184,0,0,0,0,0,0,0.0
ISIC_0010185,1,0,0,0,0,1,0.5
ISIC_0010186,1,0,1,0,0,2,1.0
ISIC_0010187,0,0,1,0,0,1,0.5
ISIC_0010189,1,0,0,0,0,1,0.5
ISIC_0010190,0,0,1,0,0,1,0.5
ISIC_0010191,0,0,1,0,0,1,0.5
ISIC_0010192,0,0,1,0,0,1,0.5
ISIC_0010194,0,0,1,0,0,1,0.5
ISIC_0010201,0,0,1,0,0,1,0.5
ISIC_0010202,1,0,1,0,0,2,1.0
ISIC_0010204,0,0,1,0,0,1,0.5
ISIC_0010205,0,0,1,0,0,1,0.5
ISIC_0010206,1,0,0,0,0,1,0.5
ISIC_0010207,0,0,0,0,0,0,0.0
ISIC_0010212,0,0,1,0,0,1,0.5
ISIC_0010213,0,0,1,0,0,1,0.5
ISIC_0010215,0,0,1,0,0,1,0.5
ISIC_0010216,0,0,0,0,0,0,0.0
ISIC_0010219,0,0,1,0,0,1,0.5
ISIC_0010220,0,1,1,0,0,2,1.0
ISIC_0010222,0,0,1,0,0,1,0.5
ISIC_0010225,0,0,1,0,0,1,0.5
ISIC_0010226,0,0,0,0,0,0,0.0
ISIC_0010227,0,0,0,0,0,0,0.0
ISIC_0010228,0,0,1,0,0,1,0.5
ISIC_0010229,0,0,1,0,0,1,0.5
ISIC_0010231,0,0,0,0,0,0,0.0
ISIC_0010232,0,0,0,0,0,0,0.0
ISIC_0010233,1,1,0,0,0,2,1.0
ISIC_0010234,1,1,0,0,0,2,1.0
ISIC_0010235,1,0,0,0,0,1,0.5
ISIC_0010236,0,0,1,0,0,1,0.5
ISIC_0010237,0,0,0,0,0,0,0.0
ISIC_0010238,0,0,1,0,0,1,0.5
ISIC_0010239,0,0,1,0,0,1,0.5
ISIC_0010240,0,0,1,0,0,1,0.5
ISIC_0010241,0,0,0,0,0,0,0.0
ISIC_0010244,0,1,1,0,0,2,1.0
ISIC_0010247,0,0,1,0,0,1,0.5
ISIC_0010248,0,0,1,0,0,1,0.5
ISIC_0010249,0,0,1,0,0,1,0.5
ISIC_0010251,0,1,0,0,0,1,0.5
ISIC_0010252,0,0,1,0,0,1,0.5
ISIC_0010255,0,1,0,0,0,1,0.5
ISIC_0010256,0,1,1,0,0,2,1.0
ISIC_0010257,0,0,0,0,0,0,0.0
ISIC_0010262,1,0,0,0,0,1,0.5
ISIC_0010263,0,0,0,0,0,0,0.0
ISIC_0010264,0,0,0,0,0,0,0.0
ISIC_0010265,0,0,1,0,0,1,0.5
ISIC_0010267,0,0,1,0,0,1,0.5
ISIC_0010317,1,0,0,0,0,1,0.5
ISIC_0010318,0,0,1,0,0,1,0.5
ISIC_0010319,0,0,0,0,0,0,0.0
ISIC_0010320,0,0,0,0,0,0,0.0
ISIC_0010321,0,0,1,0,0,1,0.5
ISIC_0010322,0,0,1,0,0,1,0.5
ISIC_0010323,0,0,0,0,0,0,0.0
ISIC_0010326,0,0,0,0,0,0,0.0
ISIC_0010327,0,0,1,0,0,1,0.5
ISIC_0010329,0,1,1,1,0,3,1.5
ISIC_0010330,0,0,0,0,0,0,0.0
ISIC_0010332,0,0,0,0,0,0,0.0
ISIC_0010333,0,0,1,0,0,1,0.5
ISIC_0010334,0,0,1,1,0,2,1.0
ISIC_0010335,0,0,1,0,0,1,0.5
ISIC_0010336,0,0,1,0,0,1,0.5
ISIC_0010337,0,0,1,0,0,1,0.5
ISIC_0010339,0,0,1,0,0,1,0.5
ISIC_0010340,0,0,1,0,0,1,0.5
ISIC_0010341,1,0,0,0,0,1,0.5
ISIC_0010342,0,0,1,0,0,1,0.5
ISIC_0010344,0,0,1,0,0,1,0.5
ISIC_0010346,0,0,0,0,0,0,0.0
ISIC_0010347,0,0,0,0,0,0,0.0
ISIC_0010348,1,0,0,0,0,1,0.5
ISIC_0010349,1,0,1,0,0,2,1.0
ISIC_0010350,1,0,1,0,0,2,1.0
ISIC_0010351,0,0,0,0,0,0,0.0
ISIC_0010356,0,0,0,0,0,0,0.0
ISIC_0010357,0,0,0,0,0,0,0.0
ISIC_0010358,0,0,0,0,0,0,0.0
ISIC_0010360,1,0,0,0,0,1,0.5
ISIC_0010361,0,0,0,0,0,0,0.0
ISIC_0010362,0,0,1,0,0,1,0.5
ISIC_0010364,0,0,0,0,0,0,0.0
ISIC_0010365,0,0,1,0,0,1,0.5
ISIC_0010367,0,0,1,0,0,1,0.5
ISIC_0010368,0,0,1,0,0,1,0.5
ISIC_0010370,0,0,0,0,0,0,0.0
ISIC_0010372,1,0,0,0,0,1,0.5
ISIC_0010374,1,0,1,0,0,2,1.0
ISIC_0010379,0,0,0,0,0,0,0.0
ISIC_0010380,0,0,0,0,0,0,0.0
ISIC_0010382,0,0,1,0,0,1,0.5
ISIC_0010435,0,0,0,0,0,0,0.0
ISIC_0010439,0,0,0,0,0,0,0.0
ISIC_0010441,1,0,0,0,0,1,0.5
ISIC_0010442,0,0,1,0,0,1,0.5
ISIC_0010443,0,0,1,0,0,1,0.5
ISIC_0010444,0,1,1,0,0,2,1.0
ISIC_0010445,0,0,0,0,0,0,0.0
ISIC_0010447,0,0,0,0,0,0,0.0
ISIC_0010448,0,0,0,0,0,0,0.0
ISIC_0010449,0,0,0,0,0,0,0.0
ISIC_0010452,1,0,0,0,0,1,0.5
ISIC_0010455,0,0,1,0,0,1,0.5
ISIC_0010456,0,0,0,0,0,0,0.0
ISIC_0010457,0,0,0,0,0,0,0.0
ISIC_0010458,0,0,0,0,0,0,0.0
ISIC_0010459,0,0,0,0,0,0,0.0
ISIC_0010461,1,0,0,0,0,1,0.5
ISIC_0010462,0,0,1,0,0,1,0.5
ISIC_0010463,1,0,0,0,0,1,0.5
ISIC_0010465,0,0,1,0,0,1,0.5
ISIC_0010466,0,0,0,0,0,0,0.0
ISIC_0010467,0,0,0,0,0,0,0.0
ISIC_0010468,0,0,1,0,0,1,0.5
ISIC_0010472,1,0,1,0,0,2,1.0
ISIC_0010473,0,0,0,0,0,0,0.0
ISIC_0010474,0,0,1,0,0,1,0.5
ISIC_0010475,0,0,1,0,0,1,0.5
ISIC_0010476,0,0,1,0,0,1,0.5
ISIC_0010477,0,0,1,0,0,1,0.5
ISIC_0010479,1,0,0,0,0,1,0.5
ISIC_0010480,1,0,1,0,0,2,1.0
ISIC_0010481,0,0,1,0,0,1,0.5
ISIC_0010483,0,0,0,0,0,0,0.0
ISIC_0010487,0,0,0,0,0,0,0.0
ISIC_0010488,0,0,1,0,0,1,0.5
ISIC_0010490,0,0,1,0,0,1,0.5
ISIC_0010492,0,0,1,0,0,1,0.5
ISIC_0010493,1,1,1,0,0,3,1.5
ISIC_0010494,1,0,0,0,0,1,0.5
ISIC_0010496,0,0,1,0,0,1,0.5
ISIC_0010497,0,0,1,0,0,1,0.5
ISIC_0010498,0,0,0,0,0,0,0.0
ISIC_0010552,1,0,1,0,0,2,1.0
ISIC_0010553,0,0,1,0,0,1,0.5
ISIC_0010554,0,0,1,0,0,1,0.5
ISIC_0010557,1,0,0,0,0,1,0.5
ISIC_0010558,0,0,1,0,0,1,0.5
ISIC_0010562,0,0,0,0,0,0,0.0
ISIC_0010565,0,0,0,0,0,0,0.0
ISIC_0010566,0,0,0,0,0,0,0.0
ISIC_0010567,0,0,1,0,0,1,0.5
ISIC_0010568,0,0,1,0,0,1,0.5
ISIC_0010569,0,0,0,0,0,0,0.0
ISIC_0010570,1,0,1,0,0,2,1.0
ISIC_0010571,1,0,0,0,0,1,0.5
ISIC_0010572,0,0,0,0,0,0,0.0
ISIC_0010573,0,0,1,0,0,1,0.5
ISIC_0010574,0,0,1,0,0,1,0.5
ISIC_0010576,0,0,1,0,0,1,0.5
ISIC_0010581,1,0,0,0,0,1,0.5
ISIC_0010584,1,0,0,0,0,1,0.5
ISIC_0010585,0,0,0,0,0,0,0.0
ISIC_0010587,0,1,0,0,0,1,0.5
ISIC_0010588,0,0,1,0,0,1,0.5
ISIC_0010589,0,0,1,0,0,1,0.5
ISIC_0010590,0,0,0,0,0,0,0.0
ISIC_0010591,0,0,1,0,0,1,0.5
ISIC_0010592,0,0,1,0,0,1,0.5
ISIC_0010593,0,0,1,0,0,1,0.5
ISIC_0010595,0,0,1,0,0,1,0.5
ISIC_0010596,0,0,1,0,0,1,0.5
ISIC_0010597,1,0,1,0,0,2,1.0
ISIC_0010598,1,0,1,0,0,2,1.0
ISIC_0010599,0,1,1,0,0,2,1.0
ISIC_0010602,1,0,1,0,0,2,1.0
ISIC_0010603,0,0,0,0,0,0,0.0
ISIC_0010604,1,0,0,0,0,1,0.5
ISIC_0010605,0,0,1,0,0,1,0.5
ISIC_0010606,1,0,1,0,0,2,1.0
ISIC_0010607,0,0,0,0,0,0,0.0
ISIC_0010844,1,0,0,0,0,1,0.5
ISIC_0010846,1,0,0,0,0,1,0.5
ISIC_0010847,1,0,0,0,0,1,0.5
ISIC_0010848,0,0,0,0,0,0,0.0
ISIC_0010849,1,0,0,0,0,1,0.5
ISIC_0010850,1,0,0,0,0,1,0.5
ISIC_0010851,0,0,0,0,0,0,0.0
ISIC_0010852,0,0,0,0,0,0,0.0
ISIC_0010853,0,0,1,0,0,1,0.5
ISIC_0010854,0,0,0,0,0,0,0.0
ISIC_0010856,0,0,0,0,0,0,0.0
ISIC_0010857,0,0,1,0,0,1,0.5
ISIC_0010858,0,0,0,0,0,0,0.0
ISIC_0010860,0,0,1,0,0,1,0.5
ISIC_0010861,0,0,1,0,0,1,0.5
ISIC_0010862,0,0,0,0,0,0,0.0
ISIC_0010863,0,0,1,0,0,1,0.5
ISIC_0010864,0,0,1,0,0,1,0.5
ISIC_0011079,1,0,1,1,0,3,1.5
ISIC_0011081,0,0,0,0,0,0,0.0
ISIC_0011082,0,0,1,0,0,1,0.5
ISIC_0011083,1,0,0,0,0,1,0.5
ISIC_0011084,0,0,1,0,0,1,0.5
ISIC_0011085,0,0,1,0,0,1,0.5
ISIC_0011088,0,0,0,0,0,0,0.0
ISIC_0011089,0,0,0,0,0,0,0.0
ISIC_0011090,0,0,1,0,0,1,0.5
ISIC_0011092,0,0,1,0,0,1,0.5
ISIC_0011095,0,1,1,0,0,2,1.0
ISIC_0011097,1,0,0,0,0,1,0.5
ISIC_0011098,0,0,1,0,0,1,0.5
ISIC_0011099,1,0,0,0,0,1,0.5
ISIC_0011101,1,0,0,0,0,1,0.5
ISIC_0011102,1,0,1,0,0,2,1.0
ISIC_0011104,0,0,1,0,0,1,0.5
ISIC_0011105,1,0,1,0,0,2,1.0
ISIC_0011107,1,0,1,0,0,2,1.0
ISIC_0011109,0,0,0,0,0,0,0.0
ISIC_0011110,1,0,1,0,0,2,1.0
ISIC_0011112,1,0,0,0,0,1,0.5
ISIC_0011114,0,0,1,0,0,1,0.5
ISIC_0011115,1,0,0,0,0,1,0.5
ISIC_0011117,0,0,0,0,0,0,0.0
ISIC_0011118,0,0,0,0,0,0,0.0
ISIC_0011119,1,0,0,0,0,1,0.5
ISIC_0011120,0,0,0,0,0,0,0.0
ISIC_0011121,0,0,1,0,0,1,0.5
ISIC_0011123,0,0,1,0,0,1,0.5
ISIC_0011124,0,0,1,0,0,1,0.5
ISIC_0011127,0,0,1,0,0,1,0.5
ISIC_0011128,0,0,0,0,0,0,0.0
ISIC_0011129,0,0,1,0,0,1,0.5
ISIC_0011130,0,0,1,0,0,1,0.5
ISIC_0011131,0,0,1,0,0,1,0.5
ISIC_0011132,0,0,1,0,0,1,0.5
ISIC_0011135,0,0,1,0,0,1,0.5
ISIC_0011137,0,0,1,0,0,1,0.5
ISIC_0011139,0,0,1,0,0,1,0.5
ISIC_0011140,0,0,0,0,0,0,0.0
ISIC_0011143,0,1,0,0,0,1,0.5
ISIC_0011144,0,0,1,0,0,1,0.5
ISIC_0011146,1,0,0,0,0,1,0.5
ISIC_0011149,0,0,1,0,0,1,0.5
ISIC_0011150,0,0,0,0,0,0,0.0
ISIC_0011151,0,0,1,1,0,2,1.0
ISIC_0011155,1,0,1,0,0,2,1.0
ISIC_0011156,0,0,1,0,0,1,0.5
ISIC_0011157,1,0,0,0,0,1,0.5
ISIC_0011158,0,0,1,0,0,1,0.5
ISIC_0011159,1,0,0,0,0,1,0.5
ISIC_0011161,0,0,1,0,0,1,0.5
ISIC_0011162,0,0,0,0,0,0,0.0
ISIC_0011163,1,0,1,0,0,2,1.0
ISIC_0011164,0,0,1,0,0,1,0.5
ISIC_0011165,0,0,1,0,0,1,0.5
ISIC_0011166,0,0,1,0,0,1,0.5
ISIC_0011167,0,0,1,0,0,1,0.5
ISIC_0011168,1,0,1,0,0,2,1.0
ISIC_0011169,0,0,1,0,0,1,0.5
ISIC_0011170,0,0,1,0,0,1,0.5
ISIC_0011171,0,0,0,0,0,0,0.0
ISIC_0011173,0,0,1,0,0,1,0.5
ISIC_0011176,1,0,1,0,0,2,1.0
ISIC_0011177,0,0,1,0,0,1,0.5
ISIC_0011199,0,0,0,0,0,0,0.0
ISIC_0011202,0,0,1,0,0,1,0.5
ISIC_0011203,1,0,0,0,0,1,0.5
ISIC_0011204,1,0,1,0,0,2,1.0
ISIC_0011205,1,0,1,0,0,2,1.0
ISIC_0011207,1,0,0,0,0,1,0.5
ISIC_0011208,1,0,1,0,0,2,1.0
ISIC_0011210,1,1,0,0,0,2,1.0
ISIC_0011211,0,0,0,0,0,0,0.0
ISIC_0011212,0,0,1,0,0,1,0.5
ISIC_0011213,1,1,0,0,0,2,1.0
ISIC_0011214,1,0,1,0,0,2,1.0
ISIC_0011218,0,0,0,0,0,0,0.0
ISIC_0011219,0,0,1,0,0,1,0.5
ISIC_0011220,1,0,0,0,0,1,0.5
ISIC_0011223,0,0,1,0,0,1,0.5
ISIC_0011224,0,0,1,0,0,1,0.5
ISIC_0011225,1,0,0,0,0,1,0.5
ISIC_0011227,0,0,0,0,0,0,0.0
ISIC_0011228,0,0,0,0,0,0,0.0
ISIC_0011229,0,0,1,1,0,2,1.0
ISIC_0011230,0,0,1,0,0,1,0.5
ISIC_0011292,0,0,1,0,0,1,0.5
ISIC_0011294,0,0,1,0,0,1,0.5
ISIC_0011295,0,0,1,0,0,1,0.5
ISIC_0011296,0,0,1,0,0,1,0.5
ISIC_0011297,0,0,1,0,0,1,0.5
ISIC_0011298,1,0,1,0,0,2,1.0
ISIC_0011300,1,0,1,0,0,2,1.0
ISIC_0011301,1,0,0,0,0,1,0.5
ISIC_0011303,1,0,0,0,0,1,0.5
ISIC_0011304,1,0,1,0,0,2,1.0
